feature,coef,std,coef/std,coef/std*100,mean
mdstfaml,0.080122465006018,0.2362491407672428,0.33914394247450913,34,0.05933089388395191
amlrxrel,0.026669889647863067,0.18198214124541587,0.14655223564985326,15,0.03429168844746471
sex,-0.01039449160175092,0.4953230546381638,-0.020985277193172756,-2,1.4316779926816519
age,0.041661575150950016,18.74088239563121,0.0022230316732931407,0,49.66630018818615
mdsrxrel,0.06141240849559527,0.1556111860642485,0.39465291698399757,39,0.024830109775222164
venthxpr,0.016025967074692355,0.1809082478147148,0.0885861604889682,9,0.033873497124934655
funghxpr,0.044382450345031535,0.20548125909483678,0.2159926921829279,22,0.04417145844223733
indcycle,0.05723579952168738,0.590593389334386,0.09691236061106881,10,1.2818609513852588
indxtx,-0.07377139368910954,33.71063993348828,-0.0021883712037108127,0,17.56490311149617
numhires8_1,-0.06553662292344296,1.458625226469621,-0.04493040551757378,-4,7.242760062728698
himatchdqb1_1,9.857300563706641e-05,0.38491894384187153,0.0002560876964204733,0,1.8254573967590173
himatchdpb1_1,0.08508725758151445,0.6236649146972728,0.13643104746852056,14,1.1828541557762677
coorgscore,0.07736134848190625,2.0587043269595044,0.03757768780530084,4,2.453842132775745
philgp,-0.1304798801086601,0.23915141501555115,-0.5455952669156294,-55,0.06089911134343962
ipssrdx,0.09195448916476494,0.457373192759271,0.2010491445946271,20,3.9372190277051753
ipssrpr,0.045943026607804874,0.4534865347101608,0.10131067427871629,10,3.0025091479351804
mdspredisp,-0.07942766028306293,0.10733963768454284,-0.7399657945230861,-74,0.011657083115525354
invivotcd,0.08180873375062878,0.40756802754749216,0.2007241201987954,20,0.21035023523261892
hxmalig,-0.030426547155136378,0.21950881268462213,-0.1386119617842019,-14,0.05075797177208573
bcrrespr,0.03127337874512351,0.3404924858279186,0.09184748576486576,9,0.05886042864610559
karnofraw,-0.09614530317119792,9.469023439335537,-0.010153666192418323,-1,85.96184004181913
graftgp,0.0276525245962753,0.40098728912935966,0.0689611001294221,7,0.20130684788290643
MEDHINC_CY,-0.02858640184559303,27065.55096697867,-1.056191388103271e-06,0,67517.73528719075
urdbmpbdage_up,0.00419214171901372,14.552283552673828,0.00028807449386481057,0,35.80130008418886
dparity1_up,-0.04680097417282134,0.3151455968537743,-0.14850587994899614,-15,0.11181390486147412
match_class2,0.012709992415018339,0.9550729952249969,0.013307875396502137,1,5.341975953998954
DPB1_permissive_v1,-0.005497782948160549,0.36329643762784963,-0.015133049429436793,-2,0.8435441714584422
disease_10,0.1604177763191257,1,0.1604177763191257,16,0
disease_20,0.031096135964208745,1,0.031096135964208745,3,0
disease_30,0.2360033832389616,1,0.2360033832389616,24,0
disease_40,0.11550784296371099,1,0.11550784296371099,12,0
disease_50,-0.03408400594425854,1,-0.03408400594425854,-3,0
disease_80,-0.21706224716169586,1,-0.21706224716169586,-22,0
